playerID,year,tmID,pos,GP,G,A,Pts,PIM
aaltoan01,2000,ANA,C,12.0,1.0,1.0,2.0,2.0
abdelju01,2007,DET,L,2.0,0.0,0.0,0.0,2.0
abdelju01,2008,DET,L,2.0,0.0,0.0,0.0,0.0
abdelju01,2009,DET,L,50.0,3.0,3.0,6.0,35.0
abdelju01,2010,DET,L,74.0,7.0,12.0,19.0,61.0
abdelju01,2011,DET,L,81.0,8.0,14.0,22.0,62.0
abidra01,2002,PHO,L,30.0,10.0,8.0,18.0,30.0
abidra01,2002,PIT,L,3.0,0.0,0.0,0.0,2.0
abidra01,2003,PIT,L,16.0,3.0,2.0,5.0,27.0
abidra01,2005,ATL,L,6.0,0.0,2.0,2.0,6.0
abidra01,2006,NAS,L,13.0,1.0,4.0,5.0,13.0
adamlu01,2010,BUF,L,19.0,3.0,1.0,4.0,12.0
adamlu01,2011,BUF,L,52.0,10.0,10.0,20.0,14.0
adamsbr01,2000,ATL,L,9.0,0.0,1.0,1.0,2.0
adamscr01,2000,CAR,R,44.0,1.0,0.0,1.0,20.0
adamscr01,2001,CAR,R,33.0,0.0,1.0,1.0,38.0
adamscr01,2002,CAR,R,81.0,6.0,12.0,18.0,71.0
adamscr01,2003,CAR,L,80.0,7.0,10.0,17.0,69.0
adamscr01,2005,CAR,R,67.0,10.0,11.0,21.0,51.0
adamscr01,2006,CAR,R,82.0,7.0,7.0,14.0,54.0
adamscr01,2007,CAR,R,40.0,2.0,3.0,5.0,34.0
adamscr01,2007,CHI,R,35.0,2.0,4.0,6.0,24.0
adamscr01,2008,CHI,R,36.0,2.0,4.0,6.0,22.0
adamscr01,2008,PIT,R,9.0,0.0,1.0,1.0,0.0
adamscr01,2009,PIT,R,82.0,0.0,10.0,10.0,72.0
adamscr01,2010,PIT,R,80.0,4.0,11.0,15.0,76.0
adamscr01,2011,PIT,R,82.0,5.0,13.0,18.0,34.0
adamsgr02,2000,FLO,L,60.0,11.0,12.0,23.0,10.0
adamske01,2000,CBS,C,66.0,8.0,12.0,20.0,52.0
adamske01,2000,FLO,C,12.0,3.0,6.0,9.0,2.0
adamske01,2001,FLO,C,44.0,4.0,8.0,12.0,28.0
adamske01,2001,CAR,C,33.0,2.0,3.0,5.0,15.0
adamske01,2002,CAR,C,77.0,9.0,9.0,18.0,57.0
adamske01,2003,CAR,C,73.0,10.0,12.0,22.0,43.0
adamske01,2005,CAR,C,82.0,15.0,8.0,23.0,36.0
adamske01,2006,CAR,C,35.0,2.0,2.0,4.0,17.0
adamske01,2006,PHO,C,33.0,1.0,7.0,8.0,8.0
adamske01,2007,CHI,C,27.0,0.0,2.0,2.0,13.0
aebisda01,2000,COL,G,26.0,0.0,1.0,1.0,0.0
aebisda01,2001,COL,G,21.0,0.0,0.0,0.0,4.0
aebisda01,2002,COL,G,22.0,0.0,0.0,0.0,4.0
aebisda01,2003,COL,G,62.0,0.0,1.0,1.0,4.0
aebisda01,2005,COL,G,43.0,0.0,3.0,3.0,16.0
aebisda01,2005,MTL,G,7.0,0.0,0.0,0.0,0.0
aebisda01,2006,MTL,G,32.0,0.0,0.0,0.0,2.0
aebisda01,2007,PHO,G,1.0,0.0,0.0,0.0,0.0
afanadm01,2000,TBL,L,9.0,1.0,1.0,2.0,4.0
afanadm01,2001,TBL,L,5.0,0.0,0.0,0.0,0.0
afanadm01,2003,TBL,R,71.0,6.0,10.0,16.0,12.0
afanadm01,2005,TBL,L,68.0,9.0,6.0,15.0,16.0
afanadm01,2006,TBL,L,33.0,3.0,3.0,6.0,8.0
afanadm01,2006,PHI,L,41.0,8.0,7.0,15.0,12.0
afinoma01,2000,BUF,R,78.0,14.0,22.0,36.0,40.0
afinoma01,2001,BUF,R,81.0,21.0,19.0,40.0,69.0
afinoma01,2002,BUF,R,35.0,5.0,6.0,11.0,21.0
afinoma01,2003,BUF,R,73.0,17.0,14.0,31.0,57.0
afinoma01,2005,BUF,R,77.0,22.0,51.0,73.0,84.0
afinoma01,2006,BUF,R,56.0,23.0,38.0,61.0,66.0
afinoma01,2007,BUF,R,56.0,10.0,18.0,28.0,42.0
afinoma01,2008,BUF,R,48.0,6.0,14.0,20.0,20.0
afinoma01,2009,ATL,R,82.0,24.0,37.0,61.0,46.0
aitkejo01,2003,CHI,D,41.0,0.0,1.0,1.0,70.0
alatami01,2000,PHO,L,70.0,7.0,12.0,19.0,22.0
albelto01,2000,CAL,D,77.0,1.0,19.0,20.0,22.0
albelto01,2001,NJD,D,42.0,1.0,3.0,4.0,4.0
albelto01,2002,NJD,D,37.0,1.0,6.0,7.0,6.0
albelto01,2003,NJD,D,45.0,1.0,3.0,4.0,4.0
albelto01,2005,NJD,D,36.0,0.0,6.0,6.0,2.0
alberan01,2005,BOS,D,73.0,1.0,6.0,7.0,68.0
alberan01,2006,BOS,D,76.0,0.0,10.0,10.0,124.0
alberan01,2007,BOS,D,35.0,0.0,2.0,2.0,39.0
alberan01,2008,PHI,D,79.0,1.0,12.0,13.0,61.0
alberan01,2009,CAR,D,62.0,2.0,8.0,10.0,74.0
alberan01,2009,VAN,D,14.0,1.0,1.0,2.0,13.0
alberan01,2010,VAN,D,42.0,1.0,6.0,7.0,41.0
alberan01,2011,VAN,D,44.0,2.0,1.0,3.0,40.0
alexeni01,2001,TBL,L,44.0,4.0,4.0,8.0,8.0
alexeni01,2002,TBL,R,37.0,4.0,2.0,6.0,8.0
alexeni01,2006,TBL,R,63.0,10.0,11.0,21.0,12.0
alexeni01,2006,CHI,R,15.0,2.0,0.0,2.0,0.0
alfreda01,2000,OTT,R,68.0,24.0,46.0,70.0,30.0
alfreda01,2001,OTT,R,78.0,37.0,34.0,71.0,45.0
alfreda01,2002,OTT,R,78.0,27.0,51.0,78.0,42.0
alfreda01,2003,OTT,R,77.0,32.0,48.0,80.0,24.0
alfreda01,2005,OTT,R,77.0,43.0,60.0,103.0,50.0
alfreda01,2006,OTT,R,77.0,29.0,58.0,87.0,42.0
alfreda01,2007,OTT,R,70.0,40.0,49.0,89.0,34.0
alfreda01,2008,OTT,R,79.0,24.0,50.0,74.0,24.0
alfreda01,2009,OTT,R,70.0,20.0,51.0,71.0,22.0
alfreda01,2010,OTT,R,54.0,14.0,17.0,31.0,18.0
alfreda01,2011,OTT,R,75.0,27.0,32.0,59.0,18.0
aliuak01,2011,CAL,R,2.0,2.0,1.0,3.0,12.0
allenbo01,2002,EDM,D,1.0,0.0,0.0,0.0,0.0
allenbo01,2006,BOS,D,31.0,0.0,3.0,3.0,10.0
allenbo01,2007,BOS,D,19.0,0.0,0.0,0.0,2.0
allenbr01,2000,VAN,D,6.0,0.0,0.0,0.0,0.0
allenbr01,2001,VAN,D,11.0,0.0,0.0,0.0,6.0
allenbr01,2002,VAN,D,48.0,5.0,3.0,8.0,73.0
allenbr01,2003,VAN,D,74.0,2.0,5.0,7.0,94.0
allenbr01,2005,VAN,D,77.0,7.0,10.0,17.0,115.0
allenbr01,2006,FLO,D,82.0,4.0,21.0,25.0,112.0
allenbr01,2007,FLO,D,73.0,2.0,14.0,16.0,67.0
allenbr01,2008,FLO,D,2.0,0.0,1.0,1.0,0.0
allenbr01,2009,FLO,D,74.0,4.0,9.0,13.0,99.0
allenbr01,2010,FLO,D,53.0,4.0,8.0,12.0,63.0
allenbr01,2010,CAR,D,19.0,0.0,5.0,5.0,19.0
allenbr01,2011,CAR,D,82.0,1.0,13.0,14.0,76.0
allenbr01,2011,STL,Unknown,0.0,0.0,0.0,0.0,0.0
allisja01,2000,BOS,C,82.0,36.0,59.0,95.0,85.0
allisja01,2001,LAK,C,73.0,19.0,55.0,74.0,68.0
allisja01,2002,LAK,C,26.0,6.0,22.0,28.0,22.0
allisja01,2005,TOR,C,66.0,17.0,43.0,60.0,76.0
allisja02,2000,CHI,D,44.0,1.0,3.0,4.0,53.0
allisja02,2001,CAL,D,37.0,0.0,2.0,2.0,24.0
allisja02,2001,CBS,D,7.0,0.0,0.0,0.0,28.0
allisja02,2002,CBS,D,48.0,0.0,1.0,1.0,99.0
allisja02,2003,NAS,D,47.0,0.0,3.0,3.0,76.0
allisja02,2005,NAS,D,20.0,0.0,1.0,1.0,45.0
allisja02,2005,FLO,D,7.0,0.0,0.0,0.0,11.0
almonco01,2009,MIN,C,7.0,1.0,0.0,1.0,9.0
almonco01,2010,MIN,C,8.0,0.0,0.0,0.0,2.0
almonco01,2011,MIN,C,10.0,1.0,0.0,1.0,15.0
alzneka01,2008,WAS,D,30.0,1.0,4.0,5.0,2.0
alzneka01,2009,WAS,D,21.0,0.0,5.0,5.0,8.0
alzneka01,2010,WAS,D,82.0,2.0,10.0,12.0,24.0
alzneka01,2011,WAS,D,82.0,1.0,16.0,17.0,29.0
amontto01,2000,CHI,R,82.0,35.0,29.0,64.0,54.0
amontto01,2001,CHI,R,82.0,27.0,39.0,66.0,67.0
amontto01,2002,PHO,R,59.0,13.0,23.0,36.0,26.0
amontto01,2002,PHI,R,13.0,7.0,8.0,15.0,2.0
amontto01,2003,PHI,R,80.0,20.0,33.0,53.0,38.0
amontto01,2005,CAL,R,80.0,14.0,28.0,42.0,43.0
amontto01,2006,CAL,R,81.0,10.0,20.0,30.0,40.0
andercr01,2002,CHI,G,6.0,0.0,0.0,0.0,0.0
andercr01,2003,CHI,G,21.0,0.0,0.0,0.0,4.0
andercr01,2005,CHI,G,29.0,0.0,1.0,1.0,14.0
andercr01,2006,FLO,G,5.0,0.0,0.0,0.0,0.0
andercr01,2007,FLO,G,17.0,0.0,1.0,1.0,2.0
andercr01,2008,FLO,G,31.0,0.0,1.0,1.0,2.0
andercr01,2009,COL,G,71.0,0.0,3.0,3.0,16.0
andercr01,2010,COL,G,33.0,0.0,1.0,1.0,4.0
andercr01,2010,OTT,G,18.0,0.0,0.0,0.0,0.0
andercr01,2011,OTT,G,63.0,0.0,4.0,4.0,4.0
anderjo02,2001,NAS,R,5.0,0.0,0.0,0.0,2.0
anderjo02,2010,VAN,R,4.0,0.0,0.0,0.0,0.0
anderjo04,2011,DET,C,5.0,0.0,0.0,0.0,0.0
anderni01,2000,CAL,L,11.0,0.0,1.0,1.0,4.0
andreda01,2000,BUF,L,74.0,20.0,13.0,33.0,32.0
andreda01,2001,TBL,L,82.0,21.0,17.0,38.0,109.0
andreda01,2002,TBL,L,72.0,20.0,14.0,34.0,34.0
andreda01,2003,TBL,R,82.0,21.0,18.0,39.0,42.0
andreda01,2005,TBL,L,42.0,6.0,12.0,18.0,16.0
angelme01,2003,WAS,L,2.0,0.0,0.0,0.0,2.0
angelmi01,2011,TBL,C,6.0,1.0,0.0,1.0,5.0
anisiar01,2008,NYR,C,1.0,0.0,0.0,0.0,0.0
anisiar01,2009,NYR,C,82.0,12.0,16.0,28.0,32.0
anisiar01,2010,NYR,C,82.0,18.0,26.0,44.0,20.0
anisiar01,2011,NYR,C,79.0,16.0,20.0,36.0,34.0
antroni01,2000,TOR,C,52.0,6.0,11.0,17.0,30.0
antroni01,2001,TOR,R,11.0,1.0,1.0,2.0,4.0
antroni01,2002,TOR,R,72.0,16.0,29.0,45.0,124.0
antroni01,2003,TOR,C,62.0,13.0,18.0,31.0,62.0
antroni01,2005,TOR,R,57.0,12.0,19.0,31.0,56.0
antroni01,2006,TOR,C,54.0,18.0,15.0,33.0,44.0
antroni01,2007,TOR,C,72.0,26.0,30.0,56.0,92.0
antroni01,2008,TOR,R,63.0,21.0,25.0,46.0,24.0
antroni01,2008,NYR,R,18.0,7.0,6.0,13.0,6.0
antroni01,2009,ATL,C,76.0,24.0,43.0,67.0,44.0
antroni01,2010,ATL,C,76.0,16.0,25.0,41.0,42.0
antroni01,2011,WPG,C,69.0,15.0,20.0,35.0,42.0
arkhide01,2000,NAS,C,40.0,6.0,7.0,13.0,4.0
arkhide01,2001,NAS,C,82.0,20.0,22.0,42.0,16.0
arkhide01,2002,NAS,C,79.0,11.0,24.0,35.0,32.0
arkhide01,2003,NAS,C,72.0,9.0,12.0,21.0,22.0
arkhide01,2006,CHI,C,79.0,10.0,17.0,27.0,54.0
armstch01,2000,MIN,D,3.0,0.0,0.0,0.0,0.0
armstch01,2003,ANA,D,4.0,0.0,1.0,1.0,0.0
armstco01,2005,PIT,R,47.0,16.0,24.0,40.0,58.0
armstco01,2006,PIT,R,80.0,12.0,22.0,34.0,67.0
armstco01,2007,PIT,R,54.0,9.0,15.0,24.0,50.0
armstco01,2007,ATL,R,18.0,4.0,7.0,11.0,6.0
armstco01,2008,ATL,R,82.0,22.0,18.0,40.0,75.0
armstco01,2009,ATL,R,79.0,15.0,14.0,29.0,61.0
armstco01,2010,TOR,R,50.0,8.0,15.0,23.0,38.0
armstco01,2011,TOR,R,29.0,1.0,2.0,3.0,9.0
armstde01,2000,NYR,C,3.0,0.0,0.0,0.0,0.0
armstde01,2002,LAK,C,66.0,12.0,26.0,38.0,30.0
armstde01,2003,LAK,C,57.0,14.0,21.0,35.0,33.0
armstde01,2005,LAK,C,62.0,13.0,28.0,41.0,46.0
armstde01,2006,LAK,C,67.0,11.0,33.0,44.0,62.0
armstde01,2007,LAK,C,77.0,8.0,27.0,35.0,63.0
armstde01,2008,LAK,C,56.0,5.0,4.0,9.0,63.0
armstde01,2009,STL,C,6.0,0.0,0.0,0.0,2.0
armstri01,2008,SJS,R,2.0,0.0,0.0,0.0,2.0
arnasty01,2001,CHI,C,21.0,3.0,1.0,4.0,4.0
arnasty01,2002,CHI,C,82.0,19.0,20.0,39.0,20.0
arnasty01,2003,CHI,C,82.0,22.0,33.0,55.0,16.0
arnasty01,2005,CHI,C,60.0,13.0,28.0,41.0,40.0
arnasty01,2005,OTT,C,19.0,0.0,4.0,4.0,4.0
arnasty01,2006,COL,C,82.0,16.0,33.0,49.0,26.0
arnasty01,2007,COL,C,70.0,10.0,21.0,31.0,16.0
arnasty01,2008,COL,C,71.0,5.0,17.0,22.0,14.0
arnieja01,2010,BOS,C,1.0,0.0,0.0,0.0,0.0
arnotja01,2000,NJD,C,54.0,21.0,34.0,55.0,75.0
arnotja01,2001,NJD,C,63.0,22.0,19.0,41.0,59.0
arnotja01,2001,DAL,C,10.0,3.0,1.0,4.0,6.0
arnotja01,2002,DAL,C,72.0,23.0,24.0,47.0,51.0
arnotja01,2003,DAL,C,73.0,21.0,36.0,57.0,66.0
arnotja01,2005,DAL,C,81.0,32.0,44.0,76.0,102.0
arnotja01,2006,NAS,C,68.0,27.0,27.0,54.0,48.0
arnotja01,2007,NAS,C,79.0,28.0,44.0,72.0,54.0
arnotja01,2008,NAS,C,65.0,33.0,24.0,57.0,49.0
arnotja01,2009,NAS,C,63.0,19.0,27.0,46.0,26.0
arnotja01,2010,NJD,C,62.0,13.0,11.0,24.0,32.0
arnotja01,2010,WAS,C,11.0,4.0,3.0,7.0,8.0
arnotja01,2011,STL,C,72.0,17.0,17.0,34.0,26.0
arsende01,2009,EDM,D,13.0,0.0,0.0,0.0,41.0
artyuev01,2005,TBL,R,72.0,4.0,13.0,17.0,90.0
artyuev01,2008,TBL,R,73.0,6.0,10.0,16.0,151.0
artyuev01,2009,AND,R,37.0,4.0,5.0,9.0,41.0
artyuev01,2009,ATL,R,17.0,5.0,2.0,7.0,31.0
arvedma01,2000,OTT,L,51.0,17.0,16.0,33.0,24.0
arvedma01,2001,OTT,L,74.0,12.0,27.0,39.0,35.0
arvedma01,2002,OTT,L,80.0,16.0,21.0,37.0,48.0
arvedma01,2003,VAN,C,41.0,8.0,7.0,15.0,12.0
ashamar01,2000,MTL,R,46.0,2.0,3.0,5.0,59.0
ashamar01,2001,MTL,R,35.0,5.0,4.0,9.0,55.0
ashamar01,2002,NYI,R,78.0,15.0,19.0,34.0,57.0
ashamar01,2003,NYI,L,79.0,12.0,12.0,24.0,92.0
ashamar01,2005,NYI,R,63.0,9.0,15.0,24.0,103.0
ashamar01,2006,NYI,R,80.0,11.0,12.0,23.0,63.0
ashamar01,2007,NJD,R,77.0,6.0,4.0,10.0,84.0
ashamar01,2008,PHI,R,78.0,8.0,12.0,20.0,155.0
ashamar01,2009,PHI,R,72.0,10.0,14.0,24.0,126.0
ashamar01,2010,PIT,R,44.0,5.0,6.0,11.0,46.0
ashamar01,2011,PIT,R,64.0,5.0,11.0,16.0,76.0
ashtoca01,2011,TOR,R,15.0,0.0,0.0,0.0,13.0
astaska01,2000,TBL,D,15.0,1.0,1.0,2.0,4.0
atchebl01,2000,CHI,R,19.0,1.0,2.0,3.0,2.0
atkinca01,2011,CBS,R,27.0,7.0,7.0,14.0,14.0
aubinje01,2000,PIT,G,36.0,0.0,1.0,1.0,4.0
aubinje01,2001,PIT,G,21.0,0.0,0.0,0.0,0.0
aubinje01,2002,PIT,G,21.0,0.0,1.0,1.0,2.0
aubinje01,2003,PIT,G,22.0,0.0,0.0,0.0,2.0
aubinje01,2005,TOR,G,11.0,0.0,0.0,0.0,0.0
aubinje01,2006,TOR,G,20.0,0.0,0.0,0.0,0.0
aubinje01,2007,LAK,G,19.0,0.0,0.0,0.0,0.0
aubinse01,2000,CBS,C,81.0,13.0,17.0,30.0,107.0
aubinse01,2001,CBS,C,71.0,8.0,8.0,16.0,32.0
aubinse01,2002,COL,C,66.0,4.0,6.0,10.0,64.0
aubinse01,2003,ATL,L,66.0,10.0,15.0,25.0,73.0
aubinse01,2005,ATL,C,74.0,7.0,17.0,24.0,79.0
aucoiad01,2000,VAN,D,47.0,3.0,13.0,16.0,20.0
aucoiad01,2000,TBL,D,26.0,1.0,11.0,12.0,25.0
aucoiad01,2001,NYI,D,81.0,12.0,22.0,34.0,62.0
aucoiad01,2002,NYI,D,73.0,8.0,27.0,35.0,70.0
aucoiad01,2003,NYI,D,81.0,13.0,31.0,44.0,54.0
aucoiad01,2005,CHI,D,33.0,1.0,5.0,6.0,38.0
aucoiad01,2006,CHI,D,59.0,4.0,12.0,16.0,50.0
aucoiad01,2007,CAL,D,76.0,10.0,25.0,35.0,37.0
aucoiad01,2008,CAL,D,81.0,10.0,24.0,34.0,46.0
aucoiad01,2009,PHO,D,82.0,8.0,20.0,28.0,56.0
aucoiad01,2010,PHO,D,75.0,3.0,19.0,22.0,52.0
aucoiad01,2011,PHO,D,64.0,2.0,7.0,9.0,42.0
aucoike01,2005,CAR,C,7.0,0.0,1.0,1.0,4.0
aucoike01,2006,CAR,R,8.0,0.0,1.0,1.0,0.0
aucoike01,2007,CAR,R,38.0,5.0,8.0,13.0,10.0
aucoike01,2008,WAS,C,12.0,2.0,4.0,6.0,4.0
aucoike01,2009,WAS,C,9.0,1.0,4.0,5.0,0.0
aucoike01,2010,WAS,C,1.0,0.0,0.0,0.0,0.0
aucoike01,2011,WAS,C,27.0,3.0,8.0,11.0,0.0
audetdo01,2000,ATL,R,64.0,32.0,39.0,71.0,64.0
audetdo01,2000,BUF,R,12.0,2.0,6.0,8.0,12.0
audetdo01,2001,DAL,R,20.0,4.0,8.0,12.0,12.0
audetdo01,2001,MTL,R,13.0,1.0,5.0,6.0,8.0
audetdo01,2002,MTL,R,54.0,11.0,12.0,23.0,19.0
audetdo01,2003,MTL,R,23.0,3.0,5.0,8.0,16.0
audetdo01,2003,FLO,R,28.0,6.0,7.0,13.0,22.0
auldal01,2001,VAN,G,1.0,0.0,1.0,1.0,0.0
auldal01,2002,VAN,G,7.0,0.0,0.0,0.0,0.0
auldal01,2003,VAN,G,6.0,0.0,0.0,0.0,0.0
auldal01,2005,VAN,G,67.0,0.0,2.0,2.0,4.0
auldal01,2006,FLO,G,27.0,0.0,1.0,1.0,2.0
auldal01,2007,PHO,G,9.0,0.0,0.0,0.0,0.0
auldal01,2007,BOS,G,23.0,0.0,0.0,0.0,0.0
auldal01,2008,OTT,G,43.0,0.0,0.0,0.0,2.0
auldal01,2009,DAL,G,21.0,0.0,2.0,2.0,2.0
auldal01,2009,NYR,G,3.0,0.0,0.0,0.0,0.0
auldal01,2010,MTL,G,16.0,0.0,1.0,1.0,2.0
auldal01,2011,OTT,G,14.0,0.0,0.0,0.0,0.0
aulieke01,2010,TOR,D,40.0,2.0,0.0,2.0,32.0
aulieke01,2011,TOR,D,17.0,0.0,2.0,2.0,16.0
aulieke01,2011,TBL,D,19.0,0.0,1.0,1.0,13.0
aulinja01,2002,LAK,C,17.0,2.0,2.0,4.0,0.0
averyse01,2001,DET,C,36.0,2.0,2.0,4.0,68.0
averyse01,2002,DET,C,39.0,5.0,6.0,11.0,120.0
averyse01,2002,LAK,C,12.0,1.0,3.0,4.0,33.0
averyse01,2003,LAK,L,76.0,9.0,19.0,28.0,261.0
averyse01,2005,LAK,C,75.0,15.0,24.0,39.0,257.0
averyse01,2006,LAK,L,55.0,10.0,18.0,28.0,116.0
averyse01,2006,NYR,L,29.0,8.0,12.0,20.0,58.0
averyse01,2007,NYR,L,57.0,15.0,18.0,33.0,154.0
averyse01,2008,DAL,L,23.0,3.0,7.0,10.0,77.0
averyse01,2008,NYR,L,18.0,5.0,7.0,12.0,34.0
averyse01,2009,NYR,C,69.0,11.0,20.0,31.0,160.0
averyse01,2010,NYR,C,76.0,3.0,21.0,24.0,174.0
averyse01,2011,NYR,C,15.0,3.0,0.0,3.0,21.0
axelspj01,2000,BOS,L,81.0,8.0,15.0,23.0,27.0
axelspj01,2001,BOS,L,78.0,7.0,17.0,24.0,16.0
axelspj01,2002,BOS,L,66.0,17.0,19.0,36.0,24.0
axelspj01,2003,BOS,L,68.0,6.0,14.0,20.0,42.0
axelspj01,2005,BOS,L,59.0,10.0,18.0,28.0,4.0
axelspj01,2006,BOS,L,55.0,11.0,16.0,27.0,52.0
axelspj01,2007,BOS,L,75.0,13.0,16.0,29.0,15.0
axelspj01,2008,BOS,L,75.0,6.0,24.0,30.0,16.0
babchan01,2003,CHI,D,5.0,0.0,2.0,2.0,2.0
babchan01,2005,CHI,D,17.0,2.0,3.0,5.0,16.0
babchan01,2005,CAR,D,22.0,3.0,2.0,5.0,6.0
babchan01,2006,CAR,D,52.0,2.0,12.0,14.0,30.0
babchan01,2008,CAR,D,72.0,16.0,19.0,35.0,16.0
babchan01,2010,CAR,D,17.0,3.0,5.0,8.0,12.0
babchan01,2010,CAL,D,65.0,8.0,19.0,27.0,20.0
babchan01,2011,CAL,D,32.0,2.0,8.0,10.0,6.0
babenyu01,2000,COL,C,3.0,0.0,0.0,0.0,0.0
bacasja01,2005,STL,G,19.0,0.0,1.0,1.0,0.0
bacasja01,2006,STL,G,19.0,0.0,0.0,0.0,2.0
bachmri01,2010,DAL,G,1.0,0.0,0.0,0.0,0.0
bachmri01,2011,DAL,G,18.0,0.0,1.0,1.0,0.0
backeda01,2006,STL,C,49.0,10.0,13.0,23.0,37.0
backeda01,2007,STL,R,72.0,13.0,18.0,31.0,99.0
backeda01,2008,STL,R,82.0,31.0,23.0,54.0,165.0
backeda01,2009,STL,R,79.0,17.0,31.0,48.0,106.0
backeda01,2010,STL,R,82.0,31.0,31.0,62.0,93.0
backeda01,2011,STL,R,82.0,24.0,30.0,54.0,101.0
backljo01,2009,PHI,G,1.0,0.0,0.0,0.0,0.0
backlmi01,2008,CAL,C,1.0,0.0,0.0,0.0,0.0
backlmi01,2009,CAL,C,23.0,1.0,9.0,10.0,6.0
backlmi01,2010,CAL,C,73.0,10.0,15.0,25.0,18.0
backlmi01,2011,CAL,C,41.0,4.0,7.0,11.0,16.0
backmch01,2002,STL,D,4.0,0.0,0.0,0.0,0.0
backmch01,2003,STL,D,66.0,5.0,13.0,18.0,16.0
backmch01,2005,STL,D,52.0,6.0,12.0,18.0,48.0
backmch01,2006,STL,D,61.0,7.0,11.0,18.0,36.0
backmch01,2007,STL,D,45.0,1.0,9.0,10.0,30.0
backmch01,2007,NYR,D,18.0,2.0,6.0,8.0,20.0
backmch01,2008,CBS,D,56.0,2.0,5.0,7.0,32.0
backsni01,2006,MIN,G,41.0,0.0,1.0,1.0,2.0
backsni01,2007,MIN,G,58.0,0.0,0.0,0.0,2.0
backsni01,2008,MIN,G,71.0,0.0,0.0,0.0,6.0
backsni01,2009,MIN,G,60.0,0.0,1.0,1.0,4.0
backsni01,2010,MIN,G,51.0,0.0,1.0,1.0,2.0
backsni01,2011,MIN,G,46.0,0.0,2.0,2.0,2.0
backsni02,2007,WAS,C,82.0,14.0,55.0,69.0,24.0
backsni02,2008,WAS,C,82.0,22.0,66.0,88.0,46.0
backsni02,2009,WAS,C,82.0,33.0,68.0,101.0,50.0
backsni02,2010,WAS,C,77.0,18.0,47.0,65.0,40.0
backsni02,2011,WAS,C,42.0,14.0,30.0,44.0,24.0
baertsv01,2011,CAL,L,5.0,3.0,0.0,3.0,4.0
bagnadr01,2010,MIN,D,2.0,0.0,0.0,0.0,4.0
bailejo01,2008,NYI,C,68.0,7.0,18.0,25.0,16.0
bailejo01,2009,NYI,C,73.0,16.0,19.0,35.0,18.0
bailejo01,2010,NYI,C,70.0,11.0,17.0,28.0,37.0
bailejo01,2011,NYI,C,80.0,13.0,19.0,32.0,32.0
balach01,2001,OTT,L,6.0,0.0,1.0,1.0,0.0
balasja01,2005,CBS,L,66.0,12.0,10.0,22.0,26.0
balasja01,2006,CBS,L,8.0,1.0,1.0,2.0,4.0
balejjo01,2003,MTL,R,4.0,0.0,0.0,0.0,0.0
balejjo01,2003,NYR,R,13.0,1.0,4.0,5.0,4.0
balejjo01,2005,VAN,R,1.0,0.0,1.0,1.0,0.0
ballake01,2005,PHO,D,82.0,8.0,31.0,39.0,99.0
ballake01,2006,PHO,D,69.0,5.0,22.0,27.0,59.0
ballake01,2007,PHO,D,82.0,6.0,15.0,21.0,85.0
ballake01,2008,FLO,D,82.0,6.0,28.0,34.0,72.0
ballake01,2009,FLO,D,82.0,8.0,20.0,28.0,88.0
ballake01,2010,VAN,D,65.0,2.0,5.0,7.0,53.0
ballake01,2011,VAN,D,47.0,1.0,6.0,7.0,64.0
bancrst01,2001,SJS,D,5.0,0.0,1.0,1.0,2.0
banhafr01,2002,PHO,R,5.0,0.0,0.0,0.0,2.0
bannidr01,2000,NYR,D,3.0,0.0,0.0,0.0,0.0
bannidr01,2001,ANA,D,1.0,0.0,0.0,0.0,0.0
baraniv01,2007,NYR,D,1.0,0.0,1.0,1.0,0.0
barchkr01,2006,DAL,R,26.0,3.0,2.0,5.0,107.0
barchkr01,2007,DAL,R,48.0,1.0,2.0,3.0,105.0
barchkr01,2008,DAL,R,72.0,4.0,5.0,9.0,133.0
barchkr01,2009,DAL,R,63.0,0.0,6.0,6.0,130.0
barchkr01,2010,DAL,R,44.0,2.0,1.0,3.0,80.0
barchkr01,2011,DAL,R,10.0,0.0,0.0,0.0,23.0
barchkr01,2011,FLO,R,41.0,2.0,3.0,5.0,91.0
barinmi01,2003,CHI,D,9.0,0.0,1.0,1.0,6.0
barinmi01,2005,CHI,D,25.0,0.0,1.0,1.0,20.0
barkeca01,2005,CHI,D,1.0,0.0,0.0,0.0,0.0
barkeca01,2006,CHI,D,35.0,1.0,7.0,8.0,44.0
barkeca01,2007,CHI,D,45.0,6.0,12.0,18.0,52.0
barkeca01,2008,CHI,D,68.0,6.0,34.0,40.0,65.0
barkeca01,2009,CHI,D,51.0,4.0,10.0,14.0,58.0
barkeca01,2009,MIN,D,19.0,1.0,6.0,7.0,10.0
barkeca01,2010,MIN,D,52.0,1.0,4.0,5.0,34.0
barkeca01,2011,EDM,D,25.0,2.0,0.0,2.0,23.0
barnama01,2000,PIT,R,47.0,1.0,4.0,5.0,168.0
barnama01,2000,TBL,R,29.0,4.0,4.0,8.0,97.0
barnama01,2001,TBL,L,29.0,0.0,0.0,0.0,70.0
barnama01,2001,NYR,L,48.0,8.0,13.0,21.0,144.0
barnama01,2002,NYR,L,79.0,14.0,22.0,36.0,142.0
barnama01,2003,NYR,R,69.0,12.0,20.0,32.0,120.0
